SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
2250,S349,28/3/2019,Reverse channels,Googlepay,C00001249,4249,549,5237,Contract Purchase Orders (CPO),,
2251,S350,29/3/2019,Reverse channels,Googlepay,C00001250,4250,550,5238,Contract Purchase Orders (CPO),,
2252,S351,1/4/2019,Reverse channels,Googlepay,C00001251,4251,551,5239,Contract Purchase Orders (CPO),,
2253,S352,6/4/2019,Reverse channels,Googlepay,C00001252,4252,552,5240,Contract Purchase Orders (CPO),,
2254,S353,10/4/2019,Reverse channels,Googlepay,C00001253,4253,553,5241,Contract Purchase Orders (CPO),,
2255,S354,10/5/2019,Reverse channels,Googlepay,C00001254,4254,554,5242,Contract Purchase Orders (CPO),,
2256,S355,17/5/2019,Reverse channels,Googlepay,C00001255,4255,555,5243,Contract Purchase Orders (CPO),,
2257,S356,20/5/2019,Reverse channels,Googlepay,C00001256,4256,556,5244,Contract Purchase Orders (CPO),,
2258,S357,22/5/2019,Reverse channels,Googlepay,C00001257,4257,557,5245,Contract Purchase Orders (CPO),,
2259,S358,23/5/2019,Reverse channels,Googlepay,C00001258,4258,558,5246,Contract Purchase Orders (CPO),,
2260,S359,24/5/2019,Reverse channels,Googlepay,C00001259,4259,559,5247,Contract Purchase Orders (CPO),,
2261,S360,10/6/2019,Reverse channels,Googlepay,C00001260,4260,560,5248,Contract Purchase Orders (CPO),,
2262,S361,14/6/2019,Reverse channels,Googlepay,C00001261,4261,561,5249,Contract Purchase Orders (CPO),,
2263,S362,18/6/2019,Reverse channels,Googlepay,C00001262,4262,562,5250,Contract Purchase Orders (CPO),,
2264,S363,10/1/2019,Reverse channels,Googlepay,C00001263,4263,563,5251,Contract Purchase Orders (CPO),,
2265,S364,14/1/2019,Reverse channels,Googlepay,C00001264,4264,564,5252,Contract Purchase Orders (CPO),,
2266,S365,2/2/2019,Reverse channels,Googlepay,C00001265,4265,565,5253,Contract Purchase Orders (CPO),,
2267,S366,10/2/2019,Reverse channels,Googlepay,C00001266,4266,566,5254,Contract Purchase Orders (CPO),,
2268,S367,27/2/2019,Reverse channels,Googlepay,C00001267,4267,567,5255,Contract Purchase Orders (CPO),,
2269,S368,15/3/2019,Reverse channels,Googlepay,C00001268,4268,568,5256,Contract Purchase Orders (CPO),,
2270,S369,28/3/2019,Reverse channels,Googlepay,C00001269,4269,569,5257,Contract Purchase Orders (CPO),,
2271,S370,29/3/2019,Reverse channels,Googlepay,C00001270,4270,570,5258,Contract Purchase Orders (CPO),,
2272,S371,1/4/2019,Reverse channels,Googlepay,C00001271,4271,571,5259,Contract Purchase Orders (CPO),,
2273,S372,6/4/2019,Reverse channels,Googlepay,C00001272,4272,572,5260,Contract Purchase Orders (CPO),,
2274,S373,10/4/2019,Reverse channels,Googlepay,C00001273,4273,573,5261,Contract Purchase Orders (CPO),,
2275,S374,10/5/2019,Reverse channels,Googlepay,C00001274,4274,574,5262,Contract Purchase Orders (CPO),,
2276,S375,17/5/2019,Reverse channels,Googlepay,C00001275,4275,575,5263,Contract Purchase Orders (CPO),,
2277,S376,20/5/2019,Reverse channels,Googlepay,C00001276,4276,576,5264,Contract Purchase Orders (CPO),,
2278,S377,22/5/2019,Reverse channels,Googlepay,C00001277,4277,577,5265,Contract Purchase Orders (CPO),,
2279,S378,23/5/2019,Reverse channels,Googlepay,C00001278,4278,578,5266,Contract Purchase Orders (CPO),,
2280,S379,24/5/2019,Reverse channels,Googlepay,C00001279,4279,579,5267,Contract Purchase Orders (CPO),,
2281,S380,10/6/2019,Reverse channels,Googlepay,C00001280,4280,580,5268,Contract Purchase Orders (CPO),,
2282,S381,14/6/2019,Reverse channels,Googlepay,C00001281,4281,581,5269,Contract Purchase Orders (CPO),,
2283,S382,18/6/2019,Reverse channels,Googlepay,C00001282,4282,582,5270,Contract Purchase Orders (CPO),,
2284,S383,10/1/2019,Reverse channels,Googlepay,C00001283,4283,583,5271,Contract Purchase Orders (CPO),,
2285,S384,14/1/2019,Reverse channels,Googlepay,C00001284,4284,584,5272,Contract Purchase Orders (CPO),,
2286,S385,2/2/2019,Reverse channels,Googlepay,C00001285,4285,585,5273,Contract Purchase Orders (CPO),,
2287,S386,10/2/2019,Reverse channels,Googlepay,C00001286,4286,586,5274,Contract Purchase Orders (CPO),,
2288,S387,27/2/2019,Reverse channels,Googlepay,C00001287,4287,587,5275,Contract Purchase Orders (CPO),,
2289,S388,15/3/2019,Reverse channels,Googlepay,C00001288,4288,588,5276,Contract Purchase Orders (CPO),,
2290,S389,28/3/2019,Reverse channels,Googlepay,C00001289,4289,589,5277,Contract Purchase Orders (CPO),,
2291,S390,29/3/2019,Reverse channels,Googlepay,C00001290,4290,590,5278,Contract Purchase Orders (CPO),,
2292,S391,1/4/2019,Reverse channels,Googlepay,C00001291,4291,591,5279,Contract Purchase Orders (CPO),,
2293,S392,6/4/2019,Reverse channels,Googlepay,C00001292,4292,592,5280,Contract Purchase Orders (CPO),,
2294,S393,10/4/2019,Reverse channels,Googlepay,C00001293,4293,593,5281,Contract Purchase Orders (CPO),,
2295,S394,10/5/2019,Reverse channels,Googlepay,C00001294,4294,594,5282,Contract Purchase Orders (CPO),,
2296,S395,17/5/2019,Reverse channels,Googlepay,C00001295,4295,595,5283,Contract Purchase Orders (CPO),,
2297,S396,20/5/2019,Reverse channels,Googlepay,C00001296,4296,596,5284,Contract Purchase Orders (CPO),,
2298,S397,22/5/2019,Reverse channels,Googlepay,C00001297,4297,597,5285,Contract Purchase Orders (CPO),,
2299,S398,23/5/2019,Reverse channels,Googlepay,C00001298,4298,598,5286,Contract Purchase Orders (CPO),,
2300,S399,24/5/2019,Reverse channels,Googlepay,C00001299,4299,599,5287,Contract Purchase Orders (CPO),,
2301,S400,10/6/2019,Reverse channels,Googlepay,C00001300,4300,600,5288,Contract Purchase Orders (CPO),,
2302,S401,14/6/2019,Reverse channels,Googlepay,C00001301,4301,601,5289,Contract Purchase Orders (CPO),,
2303,S402,18/6/2019,Reverse channels,Googlepay,C00001302,4302,602,5290,Contract Purchase Orders (CPO),,
2304,S403,10/1/2019,Reverse channels,Googlepay,C00001303,4303,603,5291,Contract Purchase Orders (CPO),,
2305,S404,14/1/2019,Reverse channels,Googlepay,C00001304,4304,604,5292,Contract Purchase Orders (CPO),,
2306,S405,2/2/2019,Reverse channels,Googlepay,C00001305,4305,605,5293,Contract Purchase Orders (CPO),,
2307,S406,10/2/2019,Reverse channels,Googlepay,C00001306,4306,606,5294,Contract Purchase Orders (CPO),,
2308,S407,27/2/2019,Reverse channels,Googlepay,C00001307,4307,607,5295,Contract Purchase Orders (CPO),,
2309,S408,15/3/2019,Reverse channels,Googlepay,C00001308,4308,608,5296,Contract Purchase Orders (CPO),,
2310,S409,28/3/2019,Reverse channels,Googlepay,C00001309,4309,609,5297,Contract Purchase Orders (CPO),,
2311,S410,29/3/2019,Reverse channels,Googlepay,C00001310,4310,610,5298,Contract Purchase Orders (CPO),,
2312,S411,1/4/2019,Reverse channels,Googlepay,C00001311,4311,611,5299,Contract Purchase Orders (CPO),,
2313,S412,6/4/2019,Reverse channels,Googlepay,C00001312,4312,612,5300,Contract Purchase Orders (CPO),,
2314,S413,10/4/2019,Reverse channels,Googlepay,C00001313,4313,613,5301,Contract Purchase Orders (CPO),,
2315,S414,10/5/2019,Reverse channels,Googlepay,C00001314,4314,614,5302,Contract Purchase Orders (CPO),,
2316,S415,17/5/2019,Reverse channels,Googlepay,C00001315,4315,615,5303,Contract Purchase Orders (CPO),,
2317,S416,20/5/2019,Reverse channels,Googlepay,C00001316,4316,616,5304,Contract Purchase Orders (CPO),,
2318,S417,22/5/2019,Reverse channels,Googlepay,C00001317,4317,617,5305,Contract Purchase Orders (CPO),,
2319,S418,23/5/2019,Reverse channels,Googlepay,C00001318,4318,618,5306,Contract Purchase Orders (CPO),,
2320,S419,24/5/2019,Reverse channels,Googlepay,C00001319,4319,619,5307,Contract Purchase Orders (CPO),,
2321,S420,10/6/2019,Reverse channels,Googlepay,C00001320,4320,620,5308,Contract Purchase Orders (CPO),,
2322,S421,14/6/2019,Reverse channels,Googlepay,C00001321,4321,621,5309,Contract Purchase Orders (CPO),,
2323,S422,18/6/2019,Reverse channels,Googlepay,C00001322,4322,622,5310,Contract Purchase Orders (CPO),,
2324,S423,10/1/2019,Reverse channels,Googlepay,C00001323,4323,623,5311,Contract Purchase Orders (CPO),,
2325,S424,14/1/2019,Reverse channels,Googlepay,C00001324,4324,624,5312,Contract Purchase Orders (CPO),,
2326,S425,2/2/2019,Reverse channels,Googlepay,C00001325,4325,625,5313,Contract Purchase Orders (CPO),,
2327,S426,10/2/2019,Reverse channels,Googlepay,C00001326,4326,626,5314,Contract Purchase Orders (CPO),,
2328,S427,27/2/2019,Reverse channels,Googlepay,C00001327,4327,627,5315,Contract Purchase Orders (CPO),,
2329,S428,15/3/2019,Reverse channels,Googlepay,C00001328,4328,628,5316,Contract Purchase Orders (CPO),,
2330,S429,28/3/2019,Reverse channels,Googlepay,C00001329,4329,629,5317,Contract Purchase Orders (CPO),,
2331,S430,29/3/2019,Reverse channels,Googlepay,C00001330,4330,630,5318,Contract Purchase Orders (CPO),,
2332,S431,1/4/2019,Reverse channels,Googlepay,C00001331,4331,631,5319,Contract Purchase Orders (CPO),,
2333,S432,6/4/2019,Reverse channels,Googlepay,C00001332,4332,632,5320,Contract Purchase Orders (CPO),,
2334,S433,10/4/2019,Reverse channels,Googlepay,C00001333,4333,633,5321,Contract Purchase Orders (CPO),,
2335,S434,10/5/2019,Reverse channels,Googlepay,C00001334,4334,634,5322,Contract Purchase Orders (CPO),,
2336,S435,17/5/2019,Reverse channels,Googlepay,C00001335,4335,635,5323,Contract Purchase Orders (CPO),,
2337,S436,20/5/2019,Reverse channels,Googlepay,C00001336,4336,636,5324,Contract Purchase Orders (CPO),,
2338,S437,22/5/2019,Reverse channels,Googlepay,C00001337,4337,637,5325,Contract Purchase Orders (CPO),,
2339,S438,23/5/2019,Reverse channels,Googlepay,C00001338,4338,638,5326,Contract Purchase Orders (CPO),,
2340,S439,24/5/2019,Reverse channels,Googlepay,C00001339,4339,639,5327,Contract Purchase Orders (CPO),,
2341,S440,10/6/2019,Reverse channels,Googlepay,C00001340,4340,640,5328,Contract Purchase Orders (CPO),,
2342,S441,14/6/2019,Reverse channels,Googlepay,C00001341,4341,641,5329,Contract Purchase Orders (CPO),,
2343,S442,18/6/2019,Reverse channels,Googlepay,C00001342,4342,642,5330,Contract Purchase Orders (CPO),,
2344,S443,10/1/2019,Reverse channels,Googlepay,C00001343,4343,643,5331,Contract Purchase Orders (CPO),,
2345,S444,14/1/2019,Reverse channels,Googlepay,C00001344,4344,644,5332,Contract Purchase Orders (CPO),,
2346,S445,2/2/2019,Reverse channels,Googlepay,C00001345,4345,645,5333,Contract Purchase Orders (CPO),,
2347,S446,10/2/2019,Reverse channels,Googlepay,C00001346,4346,646,5334,Contract Purchase Orders (CPO),,
2348,S447,27/2/2019,Reverse channels,Googlepay,C00001347,4347,647,5335,Contract Purchase Orders (CPO),,
2349,S448,15/3/2019,Reverse channels,Googlepay,C00001348,4348,648,5336,Contract Purchase Orders (CPO),,
2350,S449,28/3/2019,Reverse channels,Googlepay,C00001349,4349,649,5337,Contract Purchase Orders (CPO),,
2351,S450,29/3/2019,Reverse channels,Googlepay,C00001350,4350,650,5338,Contract Purchase Orders (CPO),,
2352,S451,1/4/2019,Reverse channels,Googlepay,C00001351,4351,651,5339,Contract Purchase Orders (CPO),,
2353,S452,6/4/2019,Reverse channels,Googlepay,C00001352,4352,652,5340,Contract Purchase Orders (CPO),,
2354,S453,10/4/2019,Reverse channels,Googlepay,C00001353,4353,653,5341,Contract Purchase Orders (CPO),,
2355,S454,10/5/2019,Reverse channels,Googlepay,C00001354,4354,654,5342,Contract Purchase Orders (CPO),,
2356,S455,17/5/2019,Reverse channels,Googlepay,C00001355,4355,655,5343,Contract Purchase Orders (CPO),,
2357,S456,20/5/2019,Reverse channels,Googlepay,C00001356,4356,656,5344,Contract Purchase Orders (CPO),,
2358,S457,22/5/2019,Reverse channels,Googlepay,C00001357,4357,657,5345,Contract Purchase Orders (CPO),,
2359,S458,23/5/2019,Reverse channels,Googlepay,C00001358,4358,658,5346,Contract Purchase Orders (CPO),,
2360,S459,24/5/2019,Reverse channels,Googlepay,C00001359,4359,659,5347,Contract Purchase Orders (CPO),,
2361,S460,10/6/2019,Reverse channels,Googlepay,C00001360,4360,660,5348,Contract Purchase Orders (CPO),,
2362,S461,14/6/2019,Reverse channels,Googlepay,C00001361,4361,661,5349,Contract Purchase Orders (CPO),,
2363,S462,18/6/2019,Reverse channels,Googlepay,C00001362,4362,662,5350,Contract Purchase Orders (CPO),,
2364,S463,10/1/2019,Reverse channels,Googlepay,C00001363,4363,663,5351,Contract Purchase Orders (CPO),,
2365,S464,14/1/2019,Reverse channels,Googlepay,C00001364,4364,664,5352,Contract Purchase Orders (CPO),,
2366,S465,2/2/2019,Reverse channels,Googlepay,C00001365,4365,665,5353,Contract Purchase Orders (CPO),,
2367,S466,10/2/2019,Reverse channels,Googlepay,C00001366,4366,666,5354,Contract Purchase Orders (CPO),,
2368,S467,27/2/2019,Reverse channels,Googlepay,C00001367,4367,667,5355,Contract Purchase Orders (CPO),,
2369,S468,15/3/2019,Reverse channels,Googlepay,C00001368,4368,668,5356,Contract Purchase Orders (CPO),,
2370,S469,28/3/2019,Reverse channels,Googlepay,C00001369,4369,669,5357,Contract Purchase Orders (CPO),,
2371,S470,29/3/2019,Reverse channels,Googlepay,C00001370,4370,670,5358,Contract Purchase Orders (CPO),,
2372,S471,1/4/2019,Reverse channels,Googlepay,C00001371,4371,671,5359,Contract Purchase Orders (CPO),,
2373,S472,6/4/2019,Reverse channels,Googlepay,C00001372,4372,672,5360,Contract Purchase Orders (CPO),,
2374,S473,10/4/2019,Reverse channels,Googlepay,C00001373,4373,673,5361,Contract Purchase Orders (CPO),,
2375,S474,10/5/2019,Reverse channels,Googlepay,C00001374,4374,674,5362,Contract Purchase Orders (CPO),,
2376,S475,17/5/2019,Reverse channels,Googlepay,C00001375,4375,675,5363,Contract Purchase Orders (CPO),,
2377,S476,20/5/2019,Reverse channels,Googlepay,C00001376,4376,676,5364,Contract Purchase Orders (CPO),,
2378,S477,22/5/2019,Reverse channels,Googlepay,C00001377,4377,677,5365,Contract Purchase Orders (CPO),,
2379,S478,23/5/2019,Reverse channels,Googlepay,C00001378,4378,678,5366,Contract Purchase Orders (CPO),,
2380,S479,24/5/2019,Reverse channels,Googlepay,C00001379,4379,679,5367,Contract Purchase Orders (CPO),,
2381,S480,10/6/2019,Reverse channels,Googlepay,C00001380,4380,680,5368,Contract Purchase Orders (CPO),,
2382,S481,14/6/2019,Reverse channels,Googlepay,C00001381,4381,681,5369,Contract Purchase Orders (CPO),,
2383,S482,18/6/2019,Reverse channels,Googlepay,C00001382,4382,682,5370,Contract Purchase Orders (CPO),,
2384,S483,10/1/2019,Reverse channels,Googlepay,C00001383,4383,683,5371,Contract Purchase Orders (CPO),,
2385,S484,14/1/2019,Reverse channels,Googlepay,C00001384,4384,684,5372,Contract Purchase Orders (CPO),,
2386,S485,2/2/2019,Reverse channels,Googlepay,C00001385,4385,685,5373,Contract Purchase Orders (CPO),,
2387,S486,10/2/2019,Reverse channels,Googlepay,C00001386,4386,686,5374,Contract Purchase Orders (CPO),,
2388,S487,27/2/2019,Reverse channels,Googlepay,C00001387,4387,687,5375,Contract Purchase Orders (CPO),,
2389,S488,15/3/2019,Reverse channels,Googlepay,C00001388,4388,688,5376,Contract Purchase Orders (CPO),,
2390,S489,28/3/2019,Reverse channels,Googlepay,C00001389,4389,689,5377,Contract Purchase Orders (CPO),,
2391,S490,29/3/2019,Reverse channels,Googlepay,C00001390,4390,690,5378,Contract Purchase Orders (CPO),,
2392,S491,1/4/2019,Reverse channels,Googlepay,C00001391,4391,691,5379,Contract Purchase Orders (CPO),,
2393,S492,6/4/2019,Reverse channels,Googlepay,C00001392,4392,692,5380,Contract Purchase Orders (CPO),,
2394,S493,10/4/2019,Reverse channels,Googlepay,C00001393,4393,693,5381,Contract Purchase Orders (CPO),,
2395,S494,10/5/2019,Reverse channels,Googlepay,C00001394,4394,694,5382,Contract Purchase Orders (CPO),,
2396,S495,17/5/2019,Reverse channels,Googlepay,C00001395,4395,695,5383,Contract Purchase Orders (CPO),,
2397,S496,20/5/2019,Reverse channels,Googlepay,C00001396,4396,696,5384,Contract Purchase Orders (CPO),,
2398,S497,22/5/2019,Reverse channels,Googlepay,C00001397,4397,697,5385,Contract Purchase Orders (CPO),,
2399,S498,23/5/2019,Reverse channels,Googlepay,C00001398,4398,698,5386,Contract Purchase Orders (CPO),,
2400,S499,24/5/2019,Reverse channels,Googlepay,C00001399,4399,699,5387,Contract Purchase Orders (CPO),,
2401,S500,10/6/2019,Reverse channels,Googlepay,C00001400,4400,700,5388,Contract Purchase Orders (CPO),,
2402,S501,14/6/2019,Reverse channels,Googlepay,C00001401,4401,701,5389,Contract Purchase Orders (CPO),,
2403,S502,18/6/2019,Reverse channels,Googlepay,C00001402,4402,702,5390,Contract Purchase Orders (CPO),,
2404,S503,10/1/2019,Reverse channels,Googlepay,C00001403,4403,703,5391,Contract Purchase Orders (CPO),,
2405,S504,14/1/2019,Reverse channels,Googlepay,C00001404,4404,704,5392,Contract Purchase Orders (CPO),,
2406,S505,2/2/2019,Reverse channels,Googlepay,C00001405,4405,705,5393,Contract Purchase Orders (CPO),,
2407,S506,10/2/2019,Reverse channels,Googlepay,C00001406,4406,706,5394,Contract Purchase Orders (CPO),,
2408,S507,27/2/2019,Reverse channels,Googlepay,C00001407,4407,707,5395,Contract Purchase Orders (CPO),,
2409,S508,15/3/2019,Reverse channels,Googlepay,C00001408,4408,708,5396,Contract Purchase Orders (CPO),,
2410,S509,28/3/2019,Reverse channels,Googlepay,C00001409,4409,709,5397,Contract Purchase Orders (CPO),,
2411,S510,29/3/2019,Reverse channels,Googlepay,C00001410,4410,710,5398,Contract Purchase Orders (CPO),,
2412,S511,1/4/2019,Reverse channels,Googlepay,C00001411,4411,711,5399,Contract Purchase Orders (CPO),,
2413,S512,6/4/2019,Reverse channels,Googlepay,C00001412,4412,712,5400,Contract Purchase Orders (CPO),,
2414,S513,10/4/2019,Reverse channels,Googlepay,C00001413,4413,713,5401,Contract Purchase Orders (CPO),,
2415,S514,10/5/2019,Reverse channels,Googlepay,C00001414,4414,714,5402,Contract Purchase Orders (CPO),,
2416,S515,17/5/2019,Reverse channels,Googlepay,C00001415,4415,715,5403,Contract Purchase Orders (CPO),,
2417,S516,20/5/2019,Reverse channels,Googlepay,C00001416,4416,716,5404,Contract Purchase Orders (CPO),,
2418,S517,22/5/2019,Reverse channels,Googlepay,C00001417,4417,717,5405,Contract Purchase Orders (CPO),,
2419,S518,23/5/2019,Reverse channels,Googlepay,C00001418,4418,718,5406,Contract Purchase Orders (CPO),,
2420,S519,24/5/2019,Reverse channels,Googlepay,C00001419,4419,719,5407,Contract Purchase Orders (CPO),,
2421,S520,10/6/2019,Reverse channels,Googlepay,C00001420,4420,720,5408,Contract Purchase Orders (CPO),,
2422,S521,14/6/2019,Reverse channels,Googlepay,C00001421,4421,721,,Contract Purchase Orders (CPO),,
2423,S522,18/6/2019,Reverse channels,Googlepay,C00001422,4422,722,,Contract Purchase Orders (CPO),,
2424,S523,10/1/2019,Reverse channels,Googlepay,C00001423,4423,723,,Contract Purchase Orders (CPO),,
2425,S524,14/1/2019,Reverse channels,Googlepay,C00001424,4424,724,,Contract Purchase Orders (CPO),,
2426,S525,2/2/2019,Reverse channels,Googlepay,C00001425,4425,725,,Contract Purchase Orders (CPO),,
2427,S526,10/2/2019,Reverse channels,Googlepay,C00001426,4426,726,,Contract Purchase Orders (CPO),,
2428,S527,27/2/2019,Reverse channels,Googlepay,C00001427,4427,727,,Contract Purchase Orders (CPO),,
